,asia,tub,smoke,lung,bronc,either,xray,dysp
4104,no,no,no,no,no,no,no,no
4105,no,no,no,no,no,no,no,no
4106,no,no,no,no,no,no,no,no
4107,no,no,no,no,yes,no,no,yes
4108,no,no,no,no,no,no,no,no
4109,no,no,yes,no,no,no,no,no
4110,no,no,no,no,no,no,no,no
4111,no,no,yes,no,yes,no,no,no
4112,no,no,no,no,no,no,no,no
4113,no,no,no,no,no,no,no,no
4114,no,no,yes,yes,yes,yes,yes,no
4115,no,no,no,no,no,no,no,no
4116,no,no,yes,no,no,no,no,no
4117,no,no,yes,no,yes,no,no,yes
4118,no,no,yes,no,yes,no,no,yes
4119,no,no,yes,no,yes,no,no,yes
4120,no,no,yes,no,yes,no,yes,yes
4121,no,no,no,no,no,no,no,no
4122,no,no,no,no,yes,no,no,yes
4123,no,no,yes,no,no,no,no,no
4124,no,no,no,no,no,no,no,no
4125,no,no,yes,no,yes,no,no,yes
4126,no,no,yes,no,yes,no,no,yes
4127,no,no,no,no,no,no,no,no
4128,no,no,no,no,yes,no,no,no
4129,no,no,no,no,no,no,no,no
4130,no,no,yes,no,no,no,no,no
4131,no,no,no,no,no,no,no,no
4132,no,no,yes,no,yes,no,no,no
4133,no,no,no,no,no,no,no,no
4134,no,no,yes,no,yes,no,no,yes
4135,no,no,no,no,yes,no,no,yes
4136,no,no,no,no,yes,no,no,yes
4137,no,no,yes,no,yes,no,no,yes
4138,no,no,yes,no,no,no,no,yes
4139,no,no,yes,no,no,no,no,no
4140,no,no,no,no,no,no,yes,no
4141,no,no,yes,no,yes,no,no,yes
4142,no,no,no,no,no,no,no,no
4143,no,no,yes,yes,yes,yes,yes,yes
4144,no,no,no,no,yes,no,no,yes
4145,no,no,no,no,yes,no,no,yes
4146,no,no,no,no,yes,no,no,no
4147,no,no,yes,no,yes,no,no,yes
4148,no,no,no,no,no,no,no,no
4149,no,no,no,no,yes,no,no,no
4150,no,no,yes,no,no,no,no,no
4151,no,no,yes,no,yes,no,no,yes
4152,no,no,no,no,yes,no,no,yes
4153,no,no,no,no,no,no,no,no
4154,no,no,yes,no,yes,no,no,no
4155,no,no,yes,no,yes,no,no,yes
4156,no,no,no,no,yes,no,no,no
4157,no,no,yes,no,yes,no,yes,yes
4158,no,no,no,no,no,no,no,no
4159,no,no,yes,no,yes,no,no,yes
4160,no,no,yes,no,no,no,no,no
4161,no,no,yes,no,yes,no,no,yes
4162,no,no,yes,no,no,no,no,no
4163,no,no,yes,no,no,no,no,no
4164,no,no,yes,no,no,no,no,no
4165,no,no,no,no,no,no,no,no
4166,no,no,yes,no,yes,no,no,no
4167,no,no,no,no,yes,no,no,yes
4168,no,no,no,no,no,no,no,no
4169,no,no,no,no,yes,no,no,yes
4170,no,no,yes,no,no,no,no,no
4171,yes,no,no,no,no,no,no,no
4172,no,no,no,no,yes,no,no,yes
4173,no,no,no,no,yes,no,no,yes
4174,no,no,no,no,no,no,no,no
4175,no,no,no,no,yes,no,no,yes
4176,no,no,yes,no,no,no,no,no
4177,no,no,yes,no,yes,no,no,yes
4178,no,no,yes,no,no,no,no,no
4179,no,no,yes,no,no,no,no,no
4180,no,no,yes,no,yes,no,no,yes
4181,no,no,no,no,yes,no,no,no
4182,no,no,no,no,no,no,no,no
4183,no,no,no,no,no,no,no,no
4184,no,no,yes,no,no,no,no,no
4185,no,no,yes,no,yes,no,no,yes
4186,no,no,yes,no,no,no,no,no
4187,no,no,no,no,yes,no,no,yes
4188,no,no,yes,no,yes,no,no,yes
4189,no,yes,yes,no,yes,yes,yes,yes
4190,no,no,no,no,yes,no,no,no
4191,no,no,yes,no,yes,no,no,yes
4192,no,no,no,no,yes,no,no,no
4193,no,no,no,no,yes,no,no,yes
4194,no,no,yes,no,yes,no,no,yes
4195,no,no,yes,no,no,no,no,no
4196,no,no,yes,no,yes,no,no,yes
4197,no,no,no,no,no,no,no,no
4198,no,no,no,no,yes,no,no,yes
4199,no,no,yes,no,yes,no,no,yes
4200,no,no,yes,no,yes,no,no,no
4201,no,no,yes,no,yes,no,no,no
4202,no,no,no,no,yes,no,no,yes
4203,no,no,yes,no,no,no,no,yes
4204,no,no,yes,no,yes,no,no,no
4205,no,no,yes,yes,yes,yes,yes,yes
4206,no,no,no,no,no,no,no,no
4207,no,no,yes,no,no,no,no,no
4208,yes,no,yes,no,yes,no,no,yes
4209,no,no,no,no,no,no,no,no
4210,no,no,no,no,no,no,no,no
4211,no,no,yes,no,yes,no,no,yes
4212,no,no,no,no,no,no,no,no
4213,no,no,yes,no,yes,no,no,yes
4214,no,no,no,no,no,no,no,no
4215,no,no,yes,no,no,no,no,no
4216,no,no,yes,no,yes,no,no,yes
4217,no,no,no,no,yes,no,no,yes
4218,no,no,no,no,yes,no,no,yes
4219,no,no,yes,no,yes,no,no,yes
4220,no,no,no,no,no,no,no,yes
4221,no,no,yes,no,no,no,no,no
4222,no,no,yes,no,no,no,no,no
4223,no,no,no,no,no,no,no,no
4224,no,no,no,no,no,no,no,no
4225,no,no,yes,no,yes,no,no,no
4226,no,no,yes,no,yes,no,no,yes
4227,no,no,yes,no,yes,no,no,no
4228,no,no,yes,no,yes,no,no,no
4229,no,no,yes,no,yes,no,no,no
4230,no,no,no,no,yes,no,no,yes
4231,no,no,no,no,no,no,no,no
4232,no,no,no,no,yes,no,no,yes
4233,no,no,no,no,no,no,no,no
4234,no,no,no,no,no,no,no,no
4235,no,no,no,no,no,no,no,no
4236,no,no,yes,no,yes,no,no,yes
4237,no,no,yes,no,yes,no,yes,no
4238,no,no,no,no,no,no,no,no
4239,no,no,no,no,yes,no,no,yes
4240,no,no,no,no,no,no,no,no
4241,no,no,no,no,no,no,no,no
4242,no,no,yes,no,yes,no,no,yes
4243,no,no,yes,no,yes,no,no,yes
4244,no,no,no,no,no,no,no,yes
4245,no,no,yes,no,yes,no,no,yes
4246,no,no,yes,no,yes,no,no,yes
4247,no,no,yes,no,no,no,no,no
4248,no,no,no,no,no,no,no,no
4249,no,no,yes,no,no,no,no,no
4250,no,no,no,no,no,no,no,no
4251,no,no,no,no,yes,no,no,no
4252,no,no,yes,no,no,no,no,no
4253,no,no,no,no,no,no,no,no
4254,no,no,yes,no,yes,no,no,yes
4255,no,no,no,no,yes,no,yes,yes
4256,no,no,yes,no,yes,no,no,yes
4257,no,no,no,no,no,no,no,no
4258,no,no,no,no,yes,no,no,yes
4259,no,no,yes,no,yes,no,no,yes
4260,no,no,no,no,yes,no,no,no
4261,no,no,no,no,no,no,no,no
4262,no,no,no,no,yes,no,no,yes
4263,no,no,yes,no,no,no,no,no
4264,no,no,yes,yes,no,yes,yes,yes
4265,no,no,no,no,yes,no,no,yes
4266,no,no,no,no,no,no,no,no
4267,no,no,yes,no,yes,no,no,yes
4268,no,no,yes,no,yes,no,no,yes
4269,no,no,no,no,yes,no,no,yes
4270,no,no,no,no,no,no,no,no
4271,yes,no,yes,no,no,no,no,no
4272,no,no,yes,no,yes,no,no,yes
4273,no,no,yes,no,no,no,no,no
4274,no,no,yes,no,yes,no,no,yes
4275,no,no,no,no,no,no,no,no
4276,no,no,no,no,no,no,no,no
4277,no,no,no,no,no,no,no,no
4278,no,no,no,no,no,no,yes,yes
4279,no,no,yes,no,no,no,no,no
4280,no,no,yes,no,yes,no,no,yes
4281,no,no,yes,no,yes,no,no,yes
4282,no,no,yes,no,yes,no,no,no
4283,no,no,yes,no,yes,no,no,yes
4284,no,no,yes,no,no,no,no,no
4285,no,no,no,no,no,no,no,no
4286,no,no,yes,no,yes,no,no,no
4287,no,no,yes,yes,yes,yes,yes,yes
4288,no,no,yes,no,yes,no,no,yes
4289,no,no,no,no,no,no,yes,no
4290,no,no,no,no,no,no,no,no
4291,no,no,yes,no,no,no,no,no
4292,no,no,yes,no,no,no,no,no
4293,no,no,no,no,no,no,no,no
4294,no,no,no,no,no,no,no,no
4295,no,no,no,no,no,no,no,yes
4296,no,no,yes,no,yes,no,no,yes
4297,no,no,yes,no,yes,no,no,no
4298,no,no,yes,no,yes,no,no,yes
4299,no,no,yes,no,yes,no,no,yes
4300,no,no,yes,no,yes,no,no,yes
4301,no,no,yes,no,yes,no,no,yes
4302,no,no,no,no,no,no,no,no
4303,no,no,yes,no,yes,no,no,yes
4304,no,no,no,no,no,no,no,no
4305,no,no,no,no,no,no,no,no
4306,no,no,no,no,no,no,no,no
4307,no,no,no,no,no,no,no,no
4308,no,no,no,no,no,no,no,no
4309,no,no,yes,no,no,no,no,no
4310,no,no,no,no,no,no,no,no
4311,no,no,yes,no,no,no,no,no
4312,no,no,yes,no,yes,no,no,yes
4313,no,no,yes,no,yes,no,no,yes
4314,no,no,no,no,no,no,no,no
4315,no,no,no,no,no,no,no,no
4316,no,no,no,no,yes,no,no,yes
4317,no,no,yes,no,yes,no,no,no
4318,no,no,yes,yes,no,yes,yes,no
4319,no,no,yes,no,yes,no,no,yes
4320,no,no,no,no,no,no,no,no
4321,no,no,no,no,yes,no,no,yes
4322,no,no,no,no,no,no,no,no
4323,no,no,yes,no,yes,no,no,yes
4324,no,no,no,no,yes,no,no,yes
4325,no,no,yes,no,yes,no,no,yes
4326,no,no,no,no,no,no,no,no
4327,no,no,yes,yes,yes,yes,yes,yes
4328,no,no,no,no,no,no,no,no
4329,no,no,yes,no,yes,no,no,yes
4330,no,no,yes,no,yes,no,no,yes
4331,no,no,yes,no,no,no,no,no
4332,no,no,yes,no,no,no,no,yes
4333,no,no,yes,no,no,no,no,no
4334,no,no,yes,no,yes,no,no,no
4335,no,no,no,no,yes,no,no,yes
4336,no,no,no,no,no,no,no,no
4337,no,no,yes,no,yes,no,no,no
4338,no,no,no,no,no,no,no,no
4339,no,no,yes,no,no,no,no,no
4340,no,no,no,no,yes,no,no,no
4341,no,no,yes,no,no,no,no,yes
4342,no,no,no,no,yes,no,no,yes
4343,no,no,yes,yes,yes,yes,yes,yes
4344,no,no,no,no,no,no,no,no
4345,no,no,yes,no,yes,no,no,no
4346,no,no,no,no,no,no,no,no
4347,no,no,no,no,yes,no,no,yes
4348,no,no,yes,no,yes,no,no,no
4349,no,no,no,no,no,no,no,no
4350,no,no,no,no,yes,no,no,yes
4351,no,no,yes,no,yes,no,no,no
4352,no,no,yes,no,yes,no,no,no
4353,no,no,no,no,no,no,no,yes
4354,no,no,yes,no,yes,no,no,no
4355,no,no,no,no,yes,no,no,yes
4356,no,no,no,no,no,no,no,no
4357,no,no,no,no,no,no,yes,no
4358,no,no,no,no,no,no,no,no
4359,no,no,no,no,no,no,no,no
4360,no,no,yes,no,no,no,no,no
4361,no,no,yes,no,no,no,no,no
4362,no,no,yes,no,yes,no,no,yes
4363,no,no,no,no,yes,no,no,yes
4364,no,no,yes,no,yes,no,no,no
4365,no,no,yes,no,no,no,no,yes
4366,no,no,no,no,no,no,no,no
4367,no,no,yes,no,yes,no,no,no
4368,no,no,no,no,no,no,no,no
4369,no,no,no,no,yes,no,no,yes
4370,no,no,yes,no,yes,no,no,no
4371,no,no,no,no,no,no,no,no
4372,no,no,no,no,no,no,no,yes
4373,no,no,no,no,no,no,no,no
4374,no,no,no,no,yes,no,no,yes
4375,no,no,no,no,no,no,no,no
4376,no,no,no,no,no,no,no,no
4377,no,no,no,no,no,no,no,no
4378,no,no,no,no,no,no,no,no
4379,no,no,yes,no,yes,no,yes,no
4380,no,no,yes,no,no,no,no,yes
4381,no,no,no,no,no,no,no,no
4382,no,no,yes,no,no,no,no,no
4383,no,no,yes,no,yes,no,no,yes
4384,no,no,yes,no,yes,no,no,yes
4385,no,no,no,no,no,no,no,no
4386,no,no,no,no,yes,no,no,no
4387,no,no,yes,no,no,no,no,no
4388,no,no,yes,yes,yes,yes,yes,no
4389,no,no,yes,no,no,no,no,no
4390,no,no,no,no,no,no,no,no
4391,no,no,yes,no,yes,no,no,yes
4392,no,no,yes,no,yes,no,no,yes
4393,no,no,yes,no,no,no,no,yes
4394,no,no,yes,no,yes,no,no,yes
4395,no,no,no,no,no,no,no,no
4396,no,no,no,no,yes,no,no,yes
4397,no,no,yes,no,no,no,no,no
4398,no,no,no,no,yes,no,no,yes
4399,no,no,yes,no,yes,no,no,yes
4400,no,no,no,no,no,no,no,no
4401,no,no,yes,no,yes,no,no,yes
4402,no,no,yes,no,no,no,no,no
4403,no,no,yes,no,no,no,no,no
4404,no,no,no,no,no,no,no,no
4405,no,no,no,no,no,no,no,no
4406,no,no,yes,no,no,no,no,no
4407,no,no,yes,no,yes,no,no,yes
4408,no,no,yes,no,no,no,no,no
4409,no,no,no,no,yes,no,no,yes
4410,no,no,yes,no,no,no,no,yes
4411,no,no,yes,no,yes,no,no,yes
4412,no,no,no,no,yes,no,no,no
4413,no,no,no,no,no,no,no,no
4414,no,no,yes,no,yes,no,no,yes
4415,no,no,yes,no,yes,no,no,no
4416,no,no,yes,no,no,no,no,no
4417,no,no,yes,yes,yes,yes,yes,no
4418,no,no,yes,no,no,no,no,no
4419,no,no,no,no,no,no,no,no
4420,no,no,no,no,no,no,no,no
4421,no,no,no,no,no,no,no,no
4422,no,no,no,no,no,no,no,no
4423,no,no,no,no,no,no,no,no
4424,no,no,yes,no,no,no,no,no
4425,no,no,yes,no,yes,no,no,yes
4426,no,no,yes,no,yes,no,no,yes
4427,no,no,no,no,no,no,no,no
4428,no,no,no,no,no,no,no,yes
4429,no,no,yes,no,yes,no,no,yes
4430,no,no,no,no,no,no,no,yes
4431,no,no,no,no,no,no,no,no
4432,no,no,yes,no,yes,no,no,yes
4433,no,no,yes,no,yes,no,no,yes
4434,no,no,no,no,yes,no,no,yes
4435,no,no,yes,no,yes,no,no,yes
4436,no,no,no,no,no,no,no,no
4437,no,no,no,no,yes,no,no,yes
4438,no,no,no,no,no,no,no,no
4439,no,no,yes,no,yes,no,no,no
4440,no,no,yes,no,no,no,no,no
4441,no,no,no,no,no,no,no,no
4442,no,no,yes,no,yes,no,no,yes
4443,no,no,no,no,no,no,no,no
4444,no,no,yes,yes,no,yes,yes,no
4445,no,no,yes,no,yes,no,no,yes
4446,no,no,no,no,no,no,no,no
4447,no,no,yes,no,yes,no,no,yes
4448,no,no,yes,no,no,no,no,no
4449,no,no,yes,no,yes,no,no,yes
4450,no,no,no,no,yes,no,no,yes
4451,no,no,yes,no,no,no,no,no
4452,no,no,no,no,no,no,no,no
4453,no,no,yes,yes,yes,yes,yes,yes
4454,no,no,yes,no,yes,no,no,no
4455,no,no,no,no,yes,no,no,no
4456,no,no,yes,no,yes,no,no,yes
4457,no,no,no,no,yes,no,no,no
4458,no,no,yes,no,yes,no,no,yes
4459,no,no,yes,no,yes,no,no,no
4460,no,no,yes,yes,no,yes,yes,no
4461,no,no,yes,no,no,no,no,no
4462,no,no,yes,no,yes,no,no,no
4463,no,no,yes,yes,no,yes,yes,yes
4464,no,no,no,no,yes,no,no,yes
4465,no,no,yes,yes,no,yes,yes,yes
4466,no,no,yes,no,no,no,no,no
4467,no,no,yes,no,yes,no,no,yes
4468,no,no,yes,no,no,no,no,no
4469,no,no,yes,no,yes,no,no,yes
4470,no,no,yes,no,yes,no,no,yes
4471,no,no,yes,no,no,no,no,no
4472,no,no,no,no,no,no,no,no
4473,no,no,yes,no,no,no,no,no
4474,no,no,yes,no,yes,no,yes,no
4475,no,no,no,no,no,no,no,no
4476,no,no,yes,no,yes,no,no,yes
4477,no,yes,yes,no,yes,yes,yes,yes
4478,no,no,yes,no,no,no,no,no
4479,no,no,no,no,yes,no,no,yes
4480,no,no,no,no,yes,no,no,yes
4481,no,no,yes,no,yes,no,no,yes
4482,no,no,yes,no,yes,no,no,no
4483,no,no,no,no,no,no,no,no
4484,no,no,yes,no,yes,no,no,yes
4485,no,no,yes,no,no,no,yes,no
4486,no,no,yes,no,no,no,no,no
4487,no,no,yes,no,no,no,no,no
4488,no,no,yes,no,no,no,no,no
4489,no,no,yes,no,no,no,no,no
4490,no,no,yes,yes,yes,yes,yes,yes
4491,no,no,no,no,no,no,no,no
4492,no,no,yes,no,no,no,no,yes
4493,no,no,no,no,no,no,no,no
4494,no,no,yes,no,no,no,no,no
4495,no,no,yes,no,yes,no,no,yes
4496,no,no,yes,no,no,no,no,no
4497,no,no,yes,no,yes,no,no,yes
4498,no,no,yes,no,no,no,no,no
4499,no,no,yes,no,yes,no,no,no
4500,no,no,no,no,no,no,no,yes
4501,no,no,no,no,yes,no,no,yes
4502,no,no,yes,no,yes,no,no,yes
4503,no,no,yes,yes,yes,yes,yes,yes
4504,no,no,yes,no,yes,no,no,yes
4505,no,no,no,no,no,no,no,no
4506,no,no,no,no,yes,no,no,yes
4507,no,no,yes,no,yes,no,no,yes
4508,no,no,no,no,no,no,no,no
4509,no,no,no,no,yes,no,no,yes
4510,no,no,yes,no,no,no,no,no
4511,no,no,yes,no,yes,no,no,yes
4512,no,no,yes,no,yes,no,no,yes
4513,no,no,no,no,no,no,no,no
4514,no,no,no,no,no,no,no,no
4515,no,no,no,no,yes,no,no,no
4516,no,no,no,no,yes,no,no,yes
4517,no,no,yes,no,yes,no,no,yes
4518,no,no,yes,no,no,no,no,no
4519,no,no,yes,no,yes,no,no,yes
4520,no,no,yes,yes,yes,yes,yes,yes
4521,no,no,yes,no,yes,no,no,no
4522,no,no,no,no,no,no,no,no
4523,no,no,no,no,no,no,no,no
4524,no,no,yes,yes,yes,yes,yes,yes
4525,no,no,no,no,no,no,no,no
4526,no,no,no,no,no,no,no,no
4527,no,no,no,no,no,no,no,no
4528,no,no,no,no,yes,no,no,yes
4529,no,no,no,no,no,no,no,no
4530,no,no,no,no,no,no,no,no
4531,no,no,no,no,no,no,no,no
4532,no,no,yes,no,no,no,no,no
4533,no,no,yes,no,yes,no,no,yes
4534,no,no,yes,no,yes,no,no,no
4535,no,no,yes,yes,yes,yes,yes,yes
4536,no,no,no,no,no,no,no,no
4537,no,no,yes,no,yes,no,no,yes
4538,no,no,no,no,yes,no,no,no
4539,no,no,yes,no,yes,no,no,yes
4540,no,no,no,no,yes,no,no,yes
4541,no,no,yes,yes,no,yes,yes,yes
4542,no,no,yes,no,yes,no,no,no
4543,no,no,yes,no,yes,no,no,yes
4544,no,no,yes,no,yes,no,no,yes
4545,no,no,yes,no,yes,no,no,yes
4546,no,no,no,no,yes,no,no,yes
4547,no,no,no,no,no,no,no,yes
4548,no,no,yes,no,yes,no,no,yes
4549,no,no,yes,no,no,no,no,no
4550,no,no,yes,no,yes,no,no,yes
4551,no,no,yes,no,yes,no,no,yes
4552,no,no,no,no,no,no,no,no
4553,no,no,no,no,yes,no,no,yes
4554,no,no,yes,no,yes,no,no,yes
4555,no,no,yes,no,yes,no,no,yes
4556,no,no,no,no,yes,no,no,yes
4557,no,no,no,no,no,no,no,no
4558,no,no,yes,no,no,no,no,no
4559,no,no,yes,no,yes,no,no,yes
4560,no,no,yes,no,yes,no,no,yes
4561,no,no,no,no,no,no,no,no
4562,no,no,yes,no,yes,no,no,yes
4563,no,no,yes,no,yes,no,yes,yes
4564,no,no,yes,no,yes,no,yes,no
4565,no,no,no,no,no,no,no,no
4566,no,no,no,no,yes,no,no,no
4567,no,no,no,no,no,no,no,no
4568,no,no,yes,no,no,no,yes,no
4569,no,no,no,no,yes,no,yes,yes
4570,no,no,no,no,yes,no,yes,yes
4571,no,no,no,no,no,no,no,no
4572,no,no,no,no,no,no,no,no
4573,no,no,yes,no,no,no,no,no
4574,no,no,no,no,no,no,no,yes
4575,no,no,no,no,yes,no,no,yes
4576,no,no,no,no,yes,no,no,yes
4577,no,no,yes,no,yes,no,no,no
4578,no,no,no,no,yes,no,no,yes
4579,no,no,yes,no,no,no,no,no
4580,no,no,yes,no,yes,no,no,yes
4581,no,no,no,no,no,no,no,no
4582,no,no,no,no,no,no,no,no
4583,no,no,no,no,no,no,no,yes
4584,no,no,no,no,yes,no,no,yes
4585,no,no,no,no,no,no,yes,no
4586,no,no,yes,no,yes,no,no,no
4587,no,no,no,no,yes,no,no,yes
4588,no,no,yes,no,yes,no,no,no
4589,no,no,yes,no,yes,no,no,yes
4590,no,no,yes,no,no,no,no,no
4591,no,no,no,no,yes,no,no,yes
4592,no,no,yes,no,no,no,no,no
4593,no,yes,no,no,no,yes,yes,no
4594,no,no,yes,no,yes,no,no,yes
4595,no,no,yes,yes,yes,yes,yes,yes
4596,no,no,yes,no,no,no,no,no
4597,no,no,no,no,no,no,no,no
4598,no,no,no,no,no,no,no,no
4599,no,no,no,no,no,no,no,no
4600,no,no,no,no,no,no,no,no
4601,no,no,no,no,no,no,no,no
4602,no,no,yes,no,yes,no,no,yes
4603,no,no,no,no,no,no,no,no
4604,no,no,yes,no,no,no,no,no
4605,no,no,yes,no,no,no,no,no
4606,no,no,yes,no,no,no,no,no
4607,no,no,no,no,no,no,no,no
4608,no,no,yes,no,yes,no,no,yes
4609,no,no,no,no,no,no,no,no
4610,no,no,no,no,yes,no,no,yes
4611,no,no,no,no,no,no,no,no
4612,no,no,no,no,no,no,no,no
4613,no,no,yes,no,no,no,no,yes
4614,no,no,no,no,no,no,no,no
4615,no,no,no,no,no,no,no,no
4616,no,no,no,no,no,no,no,no
4617,no,no,yes,no,yes,no,no,yes
4618,no,no,no,no,no,no,no,no
4619,no,no,no,no,no,no,no,no
4620,no,no,yes,no,yes,no,no,no
4621,yes,no,yes,no,yes,no,no,no
4622,no,no,no,no,no,no,no,no
4623,no,no,yes,no,no,no,yes,no
4624,no,no,yes,no,yes,no,no,no
4625,no,no,no,no,no,no,no,no
4626,no,no,yes,no,yes,no,no,yes
4627,no,no,no,no,no,no,yes,no
4628,no,no,yes,no,no,no,no,no
4629,no,no,yes,no,yes,no,yes,yes
4630,no,no,no,no,no,no,no,no
4631,no,no,no,no,no,no,no,no
4632,no,no,yes,no,yes,no,no,yes
4633,no,no,no,no,no,no,no,no
4634,no,no,yes,no,yes,no,no,yes
4635,no,no,yes,no,no,no,no,no
4636,no,no,yes,no,yes,no,no,yes
4637,no,yes,yes,no,no,yes,no,no
4638,no,no,yes,no,no,no,no,no
4639,no,no,yes,no,no,no,no,no
4640,no,no,no,no,yes,no,no,yes
4641,no,no,yes,no,yes,no,no,yes
4642,no,no,no,no,no,no,yes,no
4643,no,no,yes,no,yes,no,no,yes
4644,no,no,yes,no,yes,no,no,no
4645,no,no,yes,yes,no,yes,yes,yes
4646,no,no,no,no,no,no,no,no
4647,no,no,yes,no,no,no,no,yes
4648,no,no,yes,no,yes,no,no,yes
4649,no,no,yes,no,no,no,yes,no
4650,no,no,yes,no,yes,no,no,yes
4651,no,no,yes,no,no,no,no,no
4652,no,no,yes,no,yes,no,no,yes
4653,no,no,yes,yes,no,yes,yes,yes
4654,no,no,yes,no,yes,no,no,yes
4655,no,no,no,no,yes,no,no,yes
4656,no,no,yes,no,yes,no,no,no
4657,no,no,no,no,yes,no,no,yes
4658,no,no,no,no,no,no,yes,no
4659,no,no,yes,no,no,no,no,no
4660,no,no,no,no,yes,no,no,yes
4661,no,no,no,no,no,no,no,no
4662,no,no,yes,no,yes,no,no,yes
4663,no,no,yes,no,no,no,no,no
4664,no,no,no,no,no,no,no,no
4665,no,no,yes,yes,no,yes,yes,yes
4666,no,no,yes,no,no,no,no,yes
4667,no,no,yes,no,no,no,no,no
4668,no,no,yes,no,yes,no,no,yes
4669,no,no,no,no,no,no,no,no
4670,no,no,no,no,yes,no,no,yes
4671,no,no,no,no,yes,no,no,yes
4672,no,no,no,no,no,no,no,no
4673,no,no,no,no,no,no,no,no
4674,no,no,no,no,yes,no,no,yes
4675,no,no,no,no,no,no,no,no
4676,no,no,no,no,no,no,no,no
4677,no,no,yes,no,yes,no,no,yes
4678,no,no,no,no,no,no,no,no
4679,no,no,yes,no,yes,no,no,yes
4680,no,no,no,no,no,no,no,no
4681,no,no,yes,no,no,no,no,no
4682,no,no,yes,no,no,no,no,no
4683,no,no,yes,no,no,no,no,no
4684,no,no,no,no,no,no,no,no
4685,no,no,yes,yes,no,yes,yes,yes
4686,no,no,no,no,yes,no,no,yes
4687,no,no,no,no,no,no,no,no
4688,no,no,yes,no,no,no,no,no
4689,no,no,yes,no,yes,no,no,yes
4690,no,no,yes,no,yes,no,no,no
4691,no,no,no,no,no,no,no,no
4692,no,no,no,no,no,no,yes,no
4693,no,no,yes,no,yes,no,no,yes
4694,no,no,no,no,yes,no,no,yes
4695,no,no,yes,no,yes,no,no,no
4696,no,no,yes,yes,yes,yes,yes,yes
4697,no,no,no,no,no,no,no,no
4698,no,no,yes,no,yes,no,no,yes
4699,no,no,no,no,yes,no,no,yes
4700,no,no,no,no,no,no,no,no
4701,no,no,yes,no,yes,no,no,yes
4702,no,no,no,no,no,no,no,no
4703,no,no,no,no,no,no,no,no
4704,yes,no,yes,no,yes,no,no,yes
4705,no,no,yes,no,yes,no,no,yes
4706,no,no,yes,no,no,no,no,yes
4707,no,no,yes,no,yes,no,no,no
4708,no,no,yes,no,no,no,no,no
4709,no,no,yes,no,yes,no,no,no
4710,no,no,yes,no,no,no,no,yes
4711,no,no,no,no,no,no,no,no
4712,no,no,yes,no,yes,no,no,yes
4713,no,no,no,no,yes,no,no,yes
4714,no,no,no,no,no,no,no,no
4715,no,no,yes,no,no,no,no,no
4716,no,no,no,no,no,no,no,no
4717,no,no,yes,no,yes,no,no,yes
4718,no,no,yes,no,no,no,no,no
4719,no,no,no,no,no,no,no,no
4720,no,no,yes,yes,no,yes,yes,yes
4721,no,no,yes,yes,no,yes,yes,yes
4722,no,no,no,no,no,no,no,no
4723,no,no,yes,no,yes,no,no,yes
4724,no,no,yes,no,yes,no,no,yes
4725,no,no,no,no,no,no,no,no
4726,no,no,no,no,yes,no,no,yes
4727,no,yes,no,no,no,yes,yes,yes
4728,no,no,no,no,no,no,no,no
4729,no,no,yes,no,yes,no,no,yes
4730,no,no,yes,no,yes,no,no,no
4731,no,no,yes,no,yes,no,no,yes
4732,no,no,no,no,no,no,no,no
4733,no,no,yes,no,yes,no,no,yes
4734,no,no,yes,no,yes,no,no,no
4735,no,no,no,no,no,no,no,yes
4736,no,no,no,no,no,no,no,no
4737,no,no,yes,no,yes,no,no,yes
4738,no,no,yes,no,yes,no,no,yes
4739,no,no,no,no,yes,no,no,yes
4740,no,no,yes,no,no,no,no,no
4741,no,no,no,no,no,no,no,no
4742,no,no,yes,no,yes,no,no,yes
4743,no,no,yes,no,no,no,no,no
4744,no,no,no,no,no,no,no,no
4745,no,no,yes,no,no,no,no,no
4746,no,no,no,no,no,no,no,no
4747,no,no,yes,no,yes,no,no,yes
4748,no,no,no,no,no,no,no,no
4749,no,no,yes,no,yes,no,no,yes
4750,no,no,yes,no,no,no,no,no
4751,no,no,no,no,no,no,no,no
4752,yes,no,yes,no,no,no,no,no
4753,no,no,no,no,no,no,no,no
4754,no,no,no,no,no,no,no,no
4755,no,no,no,no,no,no,no,no
4756,no,no,no,no,yes,no,no,yes
4757,no,no,yes,yes,no,yes,yes,no
4758,no,no,yes,no,yes,no,no,yes
4759,no,no,yes,no,yes,no,no,yes
4760,no,no,yes,no,no,no,no,no
4761,no,no,yes,no,yes,no,no,yes
4762,no,no,no,no,no,no,no,no
4763,no,no,yes,no,no,no,no,yes
4764,no,no,yes,yes,yes,yes,yes,yes
4765,no,no,yes,no,yes,no,no,yes
4766,yes,no,no,no,no,no,no,yes
4767,no,no,no,no,no,no,no,no
4768,no,no,yes,no,yes,no,yes,yes
4769,no,no,no,no,no,no,no,no
4770,no,no,yes,no,yes,no,no,no
4771,no,no,no,no,no,no,no,no
4772,no,no,no,no,yes,no,no,yes
4773,no,no,yes,no,yes,no,no,yes
4774,no,no,yes,no,no,no,no,no
4775,no,no,no,no,no,no,no,no
4776,no,no,no,no,no,no,no,no
4777,no,no,no,no,no,no,no,yes
4778,no,no,yes,no,no,no,no,no
4779,no,no,no,no,no,no,no,no
