,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
2756,WeakUp,StronUp,Down,Neutral,Neutral,Dry,VeryWet,Neutral,Neutral,Clear,Cloudy,Clear,Clear,Weak,Strong,Other,None,None,None,Some,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,H,CThruK,PartInhibit,Average,LessThanAve,H,N1GtLIGt_4,Stability,Average,LessUnstable,HI,PartInhibit,Moderate,Moderate,H,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,NoMajor,DryMMoistL,None,LittleChange,Moving,LV,LVorOther,LongAnticyc
2757,WeakUp,Down,Down,Down,Down,Wet,Neutral,Dry,Dry,Cloudy,Cloudy,Cloudy,PC,None,Weak,Other,None,None,None,None,DecCapIncIns,Decreasing,Negative,LittleChange,SIG,Jul16_Aug10,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,None,Strong,Strong,E,SIG,SIG,SIG,LowEvrywhere,ModerateOrLe,Average,Steep,OtherRapid,Other,None,LittleChange,None,LV,Westerly,SEQuad
2758,WeakUp,Neutral,Down,Down,Down,VeryWet,Dry,VeryWet,Wet,PC,PC,PC,Clear,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Aug20_Sep15,F,CThruK,PartInhibit,Average,MoreThanAve,F,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Moderate,Moderate,F,XNIL,XNIL,XNIL,HighEvrywher,Stable,VeryMoist,ModerateOrLe,MarkedUpper,Other,None,SigNegative,None,AllElse,LVorOther,LV
2759,Down,WeakUp,StrongUp,Neutral,Neutral,Dry,VeryWet,VeryWet,VeryWet,PC,PC,PC,Clear,Weak,Strong,Other,None,None,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul2_Jul15,F,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,F,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Strong,None,F,XNIL,SIG,SIG,HighEvrywher,Stable,VeryMoist,ModerateOrLe,MarkedUpper,Other,E_W_N,LittleChange,Moving,AllElse,LVorOther,LV
2760,StrongUp,Neutral,StrongUp,Neutral,Neutral,VeryWet,VeryWet,VeryWet,VeryWet,PC,Clear,Clear,PC,None,None,Other,None,Weak,None,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,K,CThruK,None,LessThanAve,LessThanAve,K,N5GtLIGt_8,Instability,MoreUnstable,Average,ACEFK,PartInhibit,Weak,Slight,K,XNIL,XNIL,XNIL,LowSHighN,Steep,Average,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,None,AllElse,Westerly,WidespdDnsl
2761,Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Wet,Clear,Clear,Clear,Clear,None,Weak,StrongWest,Weak,None,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,None,Strong,Strong,B,SIG,SIG,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,Other,DryLine,SigPositive,None,SWQuad,LVorOther,SEQuad
2762,StrongUp,Down,WeakUp,WeakUp,WeakUp,Wet,VeryWet,VeryWet,VeryWet,PC,PC,PC,PC,None,None,StrongWest,None,None,None,None,DecCapIncIns,Decreasing,WeakPos,Increasing,XNIL,Aug20_Sep15,D,CThruK,TotalInhibit,MoreThanAve,Average,CDEJ,N5GtLIGt_8,Neutral,Average,MoreUnstable,D,PartInhibit,Strong,Moderate,D,SVR,SVR,SVR,LowMtsHighPl,Steep,Average,CloseToDryAd,StrongFront,DryMMoistL,DryLine,NegToPos,None,NWQuad,Westerly,LV
2763,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Clear,PC,PC,None,None,DCVZFavor,None,None,None,None,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,B,AB,None,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,Average,Average,B,PartInhibit,Moderate,Moderate,B,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,Dry,Steep,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Moving,SWQuad,Westerly,DenvCyclone
2764,Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Wet,VeryWet,Clear,Clear,Clear,Clear,None,Weak,Westerly,None,Weak,None,None,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Jun15_Jul1,G,CThruK,PartInhibit,Average,Average,G,LILt_8,Neutral,MoreUnstable,MoreUnstable,GJ,PartInhibit,Strong,Strong,G,SVR,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,Other,NegToPos,Other,SWQuad,Westerly,WidespdDnsl
2765,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,VeryWet,Neutral,Neutral,Neutral,Clear,Clear,Clear,PC,Strong,Strong,StrongWest,Strong,None,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,SVR,Aug20_Sep15,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,None,Moderate,Slight,G,XNIL,XNIL,SVR,LowMtsHighPl,CloseToDryAd,Dry,Steep,MarkedUpper,MoistMDryL,DryLine,LittleChange,Other,AllElse,Westerly,LongAnticyc
2766,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,Neutral,Wet,VeryWet,PC,Cloudy,Cloudy,Cloudy,None,None,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,B,None,Moderate,Moderate,B,SIG,SIG,SIG,LowNHighS,CloseToDryAd,Average,Steep,NoMajor,Other,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,DenvCyclone
2767,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jun15_Jul1,H,CThruK,PartInhibit,MoreThanAve,Average,H,LIGt0,Stability,Average,LessUnstable,HI,Stifling,Unfavorable,None,H,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,E_W_S,PosToNeg,Moving,NWQuad,Westerly,E_NE
2768,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Neutral,Clear,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,Aug20_Sep15,B,AB,Stifling,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,Stifling,Moderate,Slight,B,SIG,SIG,SIG,LowMtsHighPl,Steep,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Moving,SWQuad,LVorOther,DenvCyclone
2769,Neutral,Neutral,Down,Down,Down,VeryWet,Neutral,Neutral,Dry,Clear,Cloudy,PC,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,May15_Jun14,G,CThruK,None,LessThanAve,LessThanAve,G,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,GJ,None,Weak,Slight,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,Other,SigNegative,None,AllElse,LVorOther,LongAnticyc
2770,Neutral,Neutral,StrongUp,WeakUp,WeakUp,Neutral,VeryWet,Wet,Wet,PC,PC,PC,Cloudy,Weak,Strong,Westerly,Strong,Weak,Weak,Some,LittleChange,LittleChange,Neutral,Increasing,SIG,May15_Jun14,K,CThruK,None,LessThanAve,LessThanAve,K,N1GtLIGt_4,Stability,Average,Average,ACEFK,None,Moderate,Moderate,K,XNIL,XNIL,SIG,Other,Stable,Dry,ModerateOrLe,StrongFront,MoistMDryL,None,NegToPos,None,NWQuad,LVorOther,WidespdDnsl
2771,Neutral,Down,WeakUp,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,None,None,DCVZFavor,None,Weak,Weak,None,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,May15_Jun14,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Slight,C,SIG,SVR,SVR,LowEvrywhere,Steep,Average,CloseToDryAd,NoMajor,Other,E_W_N,SigPositive,Other,NWQuad,LVorOther,LV
2772,Down,Down,Neutral,Down,Down,Neutral,Dry,Neutral,Dry,PC,Clear,PC,PC,Weak,Strong,DCVZFavor,Strong,None,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,May15_Jun14,B,AB,PartInhibit,Average,LessThanAve,ABI,LIGt0,Stability,LessUnstable,LessUnstable,B,None,Moderate,Strong,B,SIG,SIG,SIG,LowMtsHighPl,Stable,Dry,Steep,NoMajor,Other,E_W_S,NegToPos,None,AllElse,Westerly,LV
2773,Down,Down,Neutral,Down,Down,VeryWet,Dry,VeryWet,Neutral,PC,PC,PC,PC,Weak,Weak,Other,Weak,None,Weak,None,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Aug20_Sep15,C,CThruK,None,LessThanAve,Average,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,None,Moderate,Slight,C,SIG,SVR,SVR,LowAtStation,CloseToDryAd,Average,Steep,MarkedUpper,Other,E_W_N,SigPositive,None,NWQuad,Westerly,LongAnticyc
2774,StrongUp,WeakUp,Down,Neutral,Neutral,Neutral,Wet,Wet,Neutral,Clear,Clear,Clear,Clear,None,Weak,Other,None,Weak,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,D,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,D,PartInhibit,Weak,Slight,D,XNIL,XNIL,SIG,LowMtsHighPl,CloseToDryAd,Average,CloseToDryAd,OtherRapid,DryMMoistL,DenvCyclone,SigPositive,Other,NWQuad,LVorOther,LongAnticyc
2775,Down,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Dry,Dry,PC,Cloudy,PC,PC,Strong,Strong,DCVZFavor,Weak,Weak,Strong,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Aug20_Sep15,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,GJ,PartInhibit,Moderate,Slight,J,XNIL,XNIL,SIG,LowAtStation,Steep,Dry,Steep,NoMajor,MoistMDryL,Other,LittleChange,None,LV,LVorOther,LV
2776,WeakUp,Down,Neutral,WeakUp,WeakUp,Wet,Neutral,Neutral,Wet,PC,Clear,PC,Cloudy,Strong,Strong,Other,None,Strong,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug11_Aug20,I,CThruK,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,None,Moderate,Strong,I,SVR,SVR,SVR,LowSHighN,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,MovingFtorOt,SigNegative,QStationary,SWQuad,Westerly,E_NE
2777,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,Decreasing,SVR,Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N5GtLIGt_8,Instability,Average,LessUnstable,ACEFK,None,Strong,Strong,K,XNIL,XNIL,SVR,Other,Steep,Dry,ModerateOrLe,StrongFront,Other,None,LittleChange,None,NWQuad,LVorOther,WidespdDnsl
2778,WeakUp,Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,PC,PC,PC,PC,None,Weak,Westerly,Weak,None,Weak,None,LittleChange,LittleChange,Neutral,Increasing,SIG,Jun15_Jul1,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,HI,None,Moderate,Strong,I,SVR,SVR,SVR,Other,Steep,Dry,Steep,OtherRapid,DryMMoistL,MovingFtorOt,NegToPos,QStationary,SWQuad,LVorOther,DenvCyclone
2779,Down,Neutral,Neutral,Down,Down,Dry,Neutral,Dry,Dry,Clear,PC,PC,Clear,Strong,Strong,Other,Weak,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,Average,Average,B,PartInhibit,Moderate,Slight,B,SIG,SIG,SIG,HighEvrywher,ModerateOrLe,Average,Steep,NoMajor,Other,E_W_N,LittleChange,QStationary,LV,LVorOther,DenvCyclone
2780,Neutral,Down,Down,Down,Down,Dry,Dry,Wet,Neutral,PC,Cloudy,PC,Clear,Strong,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,May15_Jun14,H,CThruK,None,Average,MoreThanAve,H,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,HI,None,Moderate,Strong,H,SIG,SIG,SIG,HighEvrywher,ModerateOrLe,Average,CloseToDryAd,NoMajor,DryMMoistL,None,NegToPos,None,AllElse,LVorOther,E_NE
2781,StrongUp,StronUp,Down,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,Cloudy,Clear,Clear,Weak,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul16_Aug10,D,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,None,Moderate,Moderate,D,XNIL,SIG,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,MarkedUpper,MoistMDryL,DryLine,PosToNeg,QStationary,AllElse,LVorOther,DenvCyclone
2782,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Dry,Wet,Neutral,Wet,PC,PC,PC,Cloudy,Strong,Strong,Westerly,Weak,Weak,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul16_Aug10,D,CThruK,None,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Instability,Average,LessUnstable,D,PartInhibit,Strong,Strong,D,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,VeryMoist,CloseToDryAd,OtherRapid,DryMMoistL,None,LittleChange,None,AllElse,Westerly,LV
2783,Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,Strong,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,SVR,May15_Jun14,B,AB,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Neutral,Average,LessUnstable,B,Stifling,Moderate,Moderate,B,SVR,SVR,SVR,LowNHighS,Steep,Average,CloseToDryAd,NoMajor,Other,DenvCyclone,LittleChange,None,AllElse,LVorOther,LV
2784,Neutral,StronUp,Neutral,StrongUp,StrongUp,Dry,Wet,VeryWet,VeryWet,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,I,CThruK,None,LessThanAve,Average,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,None,Weak,Moderate,I,XNIL,XNIL,XNIL,LowSHighN,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,E_W_S,SigNegative,QStationary,SWQuad,Westerly,DenvCyclone
2785,Neutral,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Dry,Dry,Neutral,PC,Clear,Clear,PC,Weak,Strong,StrongWest,Weak,None,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,C,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,Average,ACEFK,PartInhibit,Moderate,Strong,C,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Average,Steep,StrongFront,MoistMDryL,E_W_S,SigNegative,Other,NWQuad,Westerly,LV
2786,StrongUp,StronUp,Neutral,StrongUp,StrongUp,Wet,VeryWet,Wet,VeryWet,Clear,Clear,Clear,Clear,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,H,CThruK,PartInhibit,Average,MoreThanAve,H,N1GtLIGt_4,Stability,Average,Average,HI,None,Strong,Strong,H,SVR,SVR,SVR,LowMtsHighPl,Stable,VeryMoist,ModerateOrLe,MarkedUpper,Other,E_W_N,NegToPos,QStationary,NWQuad,Westerly,E_NE
2787,StrongUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,Dry,Neutral,Neutral,Cloudy,Cloudy,Cloudy,Cloudy,Strong,Strong,Other,None,Weak,Weak,Some,DecCapIncIns,Decreasing,StrongPos,LittleChange,SVR,Jun15_Jul1,B,AB,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Weak,Moderate,B,XNIL,XNIL,SVR,LowAtStation,Steep,Average,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,None,AllElse,LVorOther,LV
2788,WeakUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,PC,PC,PC,PC,Strong,Strong,Other,None,None,None,None,LittleChange,LittleChange,WeakPos,LittleChange,SVR,Aug20_Sep15,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Moderate,Slight,E,XNIL,XNIL,SVR,LowAtStation,ModerateOrLe,Average,ModerateOrLe,NoMajor,MoistMDryL,None,NegToPos,QStationary,SWQuad,LVorOther,WidespdDnsl
2789,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Dry,Dry,Clear,PC,Clear,Clear,Weak,Weak,Westerly,Weak,Weak,Weak,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,Average,ABI,LIGt0,Instability,Average,LessUnstable,B,PartInhibit,Moderate,Moderate,B,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,Dry,Steep,NoMajor,Other,DenvCyclone,NegToPos,None,SWQuad,LVorOther,DenvCyclone
2790,Down,Down,Down,Down,Down,Wet,Neutral,Wet,Neutral,PC,Clear,PC,Cloudy,Strong,Weak,StrongWest,None,Weak,Weak,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,May15_Jun14,K,CThruK,PartInhibit,Average,LessThanAve,K,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,K,XNIL,XNIL,XNIL,Other,ModerateOrLe,Dry,Steep,StrongFront,DryMMoistL,None,SigPositive,QStationary,NWQuad,Westerly,WidespdDnsl
2791,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Cloudy,Clear,PC,Weak,Strong,Westerly,Strong,Strong,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,May15_Jun14,A,AB,Stifling,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Slight,A,XNIL,XNIL,SIG,LowSHighN,Stable,Dry,Steep,StrongFront,Other,DenvCyclone,NegToPos,Moving,SWQuad,Westerly,DenvCyclone
2792,Neutral,StronUp,Down,Neutral,Neutral,Dry,Dry,Wet,VeryWet,PC,Clear,Clear,PC,Strong,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug11_Aug20,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,GJ,None,Moderate,Moderate,J,SIG,SIG,SIG,LowAtStation,CloseToDryAd,VeryMoist,ModerateOrLe,NoMajor,Other,DenvCyclone,LittleChange,Other,LV,LVorOther,LV
2793,Down,Down,Neutral,Down,Down,Neutral,VeryWet,Neutral,Dry,PC,Clear,PC,Cloudy,Strong,Strong,Other,None,None,None,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,May15_Jun14,K,CThruK,None,LessThanAve,LessThanAve,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,Stifling,Moderate,None,K,XNIL,XNIL,SIG,Other,CloseToDryAd,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,QStationary,NWQuad,Westerly,WidespdDnsl
2794,StrongUp,WeakUp,WeakUp,WeakUp,WeakUp,Dry,Dry,VeryWet,Wet,PC,PC,PC,PC,Strong,Strong,Other,None,Strong,Strong,None,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,May15_Jun14,D,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,D,PartInhibit,Weak,None,D,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,Average,Steep,OtherRapid,Other,DryLine,SigNegative,None,SWQuad,Westerly,SEQuad
2795,StrongUp,Down,WeakUp,Neutral,Neutral,Dry,Neutral,Wet,Neutral,PC,PC,PC,Clear,None,None,Other,None,Weak,None,None,LittleChange,LittleChange,StrongPos,Increasing,XNIL,May15_Jun14,B,AB,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,None,Weak,Slight,B,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,AllElse,LVorOther,LV
2796,Down,Down,Neutral,Down,Down,Dry,Neutral,Wet,Neutral,PC,PC,PC,Clear,Weak,Strong,DCVZFavor,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jul16_Aug10,H,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,None,Strong,Strong,H,SIG,SIG,SVR,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,MarkedUpper,Other,Other,PosToNeg,Moving,AllElse,LVorOther,SEQuad
2797,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Wet,VeryWet,Clear,Cloudy,Clear,PC,Strong,Strong,DCVZFavor,Strong,Weak,Strong,Marked,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,Aug20_Sep15,C,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,ACEFK,PartInhibit,Strong,Strong,C,SIG,SIG,SIG,LowEvrywhere,Steep,Dry,Steep,NoMajor,Other,DryLine,NegToPos,None,NWQuad,Westerly,LongAnticyc
2798,StrongUp,Down,Neutral,WeakUp,WeakUp,Wet,Dry,Wet,VeryWet,PC,Clear,Clear,PC,None,None,Other,None,Weak,Weak,None,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Jun15_Jul1,F,CThruK,Stifling,MoreThanAve,Average,F,N1GtLIGt_4,Instability,Average,LessUnstable,ACEFK,None,Moderate,Strong,F,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,NoMajor,Other,None,LittleChange,None,LV,LVorOther,LV
2799,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,Clear,PC,Clear,PC,Strong,Strong,Westerly,Strong,Weak,Strong,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jul16_Aug10,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Instability,Average,Average,ACEFK,None,Weak,Slight,K,XNIL,XNIL,SIG,Other,Steep,Average,Steep,StrongFront,DryMMoistL,MovingFtorOt,NegToPos,Moving,AllElse,LVorOther,DenvCyclone
2800,Neutral,StronUp,Neutral,Neutral,Neutral,VeryWet,Dry,Wet,Wet,Clear,Cloudy,PC,PC,Strong,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul16_Aug10,K,CThruK,None,LessThanAve,Average,K,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,None,Strong,Strong,K,SVR,SVR,SVR,LowNHighS,Steep,VeryMoist,CloseToDryAd,MarkedUpper,MoistMDryL,MovingFtorOt,NegToPos,Other,AllElse,Westerly,WidespdDnsl
2801,StrongUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,VeryWet,VeryWet,VeryWet,PC,Clear,Clear,Clear,Strong,Strong,Other,Weak,None,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul2_Jul15,E,CThruK,None,Average,Average,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,VeryMoist,Steep,NoMajor,Other,DenvCyclone,SigNegative,None,SWQuad,Westerly,LV
2802,Down,Neutral,Down,Down,Down,Neutral,Wet,Neutral,Dry,PC,PC,PC,PC,Strong,Strong,Westerly,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Jun15_Jul1,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,LessUnstable,Average,GJ,PartInhibit,Unfavorable,None,J,XNIL,XNIL,SVR,LowMtsHighPl,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,MovingFtorOt,LittleChange,Other,LV,LVorOther,LV
2803,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Dry,Neutral,Clear,Clear,Clear,Clear,None,None,StrongWest,None,Strong,Strong,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul2_Jul15,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,LIGt0,Instability,LessUnstable,MoreUnstable,GJ,PartInhibit,Strong,Slight,J,XNIL,XNIL,XNIL,LowSHighN,Stable,Dry,Steep,NoMajor,MoistMDryL,DenvCyclone,PosToNeg,Other,LV,LVorOther,LV
