,BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
2182,no,Equal,Moderate,Normal,Oligaemic,yes,yes,5-12,5-12,<7.5,Normal,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2183,no,Equal,Moderate,Normal,Plethoric,no,yes,5-12,<5,<7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Mild,Normal,Low,no
2184,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,11-30_days,no,None,Complete,Normal,High,yes
2185,no,Equal,Moderate,Low,Oligaemic,no,yes,5-12,<5,<7.5,Oligaemic,Fallot,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2186,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,>=7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
2187,no,Equal,Mild,Normal,Oligaemic,no,no,12+,12+,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
2188,no,Equal,Moderate,High,Normal,no,yes,5-12,5-12,>=7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2189,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
2190,yes,Equal,Severe,Low,Oligaemic,yes,no,5-12,5-12,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Abnormal,High,no
2191,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2192,no,Equal,Moderate,Normal,Oligaemic,no,no,12+,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2193,yes,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,4-10_days,no,None,Mild,Normal,High,no
2194,no,Equal,Moderate,Normal,Grd_Glass,yes,no,5-12,5-12,<7.5,Normal,TAPVD,yes,4-10_days,no,None,Complete,Congested,Normal,yes
2195,no,Equal,Severe,Normal,Plethoric,no,no,5-12,12+,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Congested,High,no
2196,no,Equal,Moderate,Normal,Asy/Patch,no,no,5-12,5-12,<7.5,Asy/Patchy,Fallot,no,11-30_days,no,None,Complete,Abnormal,Low,no
2197,yes,Equal,Severe,Normal,Plethoric,no,no,<5,12+,<7.5,Grd_Glass,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2198,no,Equal,Mild,High,Oligaemic,no,no,12+,12+,>=7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Mild,Normal,Low,no
2199,no,Equal,Moderate,Normal,Grd_Glass,no,no,12+,<5,<7.5,Normal,Fallot,yes,0-3_days,no,None,Complete,Congested,Low,no
2200,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2201,no,Equal,Moderate,Normal,Oligaemic,no,yes,12+,5-12,<7.5,Normal,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2202,no,Equal,Severe,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
2203,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
2204,no,Equal,Severe,Normal,Normal,yes,no,5-12,5-12,<7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Normal,Normal,yes
2205,no,Equal,Severe,Normal,Grd_Glass,yes,no,5-12,5-12,<7.5,Grd_Glass,TAPVD,no,0-3_days,no,Rt_to_Lt,Complete,Congested,High,yes
2206,no,Equal,Moderate,High,Asy/Patch,no,yes,5-12,5-12,>=7.5,Normal,Fallot,no,4-10_days,yes,None,Complete,Abnormal,Low,no
2207,no,Unequal,Moderate,Normal,Grd_Glass,no,no,5-12,5-12,<7.5,Plethoric,Lung,no,0-3_days,no,Rt_to_Lt,Mild,Congested,Normal,yes
2208,no,Equal,Moderate,Normal,Asy/Patch,yes,no,5-12,5-12,<7.5,Asy/Patchy,Lung,yes,0-3_days,no,Lt_to_Rt,None,Abnormal,Normal,yes
2209,yes,Unequal,Moderate,High,Oligaemic,no,no,5-12,5-12,>=7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2210,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2211,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2212,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2213,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
2214,no,Equal,Moderate,Low,Grd_Glass,yes,yes,5-12,<5,<7.5,Asy/Patchy,PAIVS,yes,4-10_days,yes,Lt_to_Rt,Complete,Abnormal,Low,yes
2215,no,Equal,Moderate,High,Oligaemic,yes,yes,5-12,5-12,>=7.5,Oligaemic,PAIVS,yes,4-10_days,yes,Lt_to_Rt,Mild,Abnormal,High,no
2216,no,Equal,Moderate,Normal,Oligaemic,yes,no,5-12,5-12,<7.5,Oligaemic,Fallot,yes,4-10_days,no,Lt_to_Rt,Mild,Normal,Low,no
2217,no,Equal,Moderate,Low,Asy/Patch,no,no,5-12,5-12,<7.5,Asy/Patchy,TGA,no,4-10_days,no,None,Complete,Normal,High,no
2218,no,Unequal,Severe,Normal,Oligaemic,no,no,12+,<5,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2219,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,<5,<7.5,Oligaemic,Fallot,no,11-30_days,yes,Lt_to_Rt,Mild,Normal,Low,no
2220,no,Equal,Severe,Normal,Normal,yes,no,<5,<5,<7.5,Normal,TGA,no,0-3_days,yes,None,Transp.,Normal,Normal,yes
2221,no,Equal,Mild,Normal,Oligaemic,no,yes,12+,12+,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2222,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,>=7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Normal,Low,yes
2223,no,Unequal,Severe,Normal,Plethoric,no,yes,<5,5-12,<7.5,Plethoric,TGA,no,4-10_days,yes,None,Transp.,Normal,High,no
2224,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,None,Complete,Normal,Low,no
2225,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Normal,TGA,no,4-10_days,no,None,Mild,Normal,High,no
2226,no,Equal,Moderate,High,Normal,yes,yes,12+,12+,>=7.5,Normal,TGA,yes,4-10_days,no,None,Transp.,Abnormal,High,yes
2227,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2228,no,Equal,Mild,Normal,Normal,no,no,5-12,12+,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
2229,no,Equal,Mild,Normal,Normal,no,no,5-12,12+,<7.5,Asy/Patchy,Fallot,yes,0-3_days,no,Lt_to_Rt,Complete,Normal,Normal,no
2230,no,Equal,Moderate,Normal,Normal,no,yes,<5,12+,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,yes
2231,no,Equal,Moderate,High,Grd_Glass,no,no,5-12,5-12,>=7.5,Grd_Glass,TAPVD,no,0-3_days,no,Lt_to_Rt,Complete,Congested,High,yes
2232,no,Equal,Mild,High,Oligaemic,no,yes,12+,12+,>=7.5,Oligaemic,PAIVS,no,11-30_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2233,no,Equal,Mild,Normal,Normal,no,yes,5-12,<5,<7.5,Normal,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2234,no,Equal,Mild,Normal,Asy/Patch,yes,no,12+,5-12,<7.5,Plethoric,Lung,yes,4-10_days,no,None,None,Abnormal,Normal,yes
2235,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2236,no,Equal,Severe,Normal,Asy/Patch,no,yes,<5,12+,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Transp.,Abnormal,High,no
2237,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,yes
2238,no,Equal,Severe,Normal,Plethoric,no,yes,<5,5-12,<7.5,Grd_Glass,TGA,yes,0-3_days,no,None,Transp.,Normal,High,yes
2239,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Congested,Low,no
2240,no,Unequal,Mild,High,Asy/Patch,no,no,5-12,12+,>=7.5,Oligaemic,PAIVS,no,0-3_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
2241,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,<5,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
2242,no,Equal,Severe,Normal,Asy/Patch,yes,no,5-12,5-12,<7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,yes
2243,no,Unequal,Mild,High,Normal,no,no,<5,12+,>=7.5,Normal,PFC,no,0-3_days,no,Rt_to_Lt,None,Normal,Normal,no
2244,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2245,yes,Unequal,Severe,Normal,Plethoric,no,yes,<5,5-12,<7.5,Plethoric,Lung,yes,0-3_days,yes,Rt_to_Lt,Mild,Congested,High,yes
2246,no,Equal,Moderate,Normal,Normal,no,no,5-12,<5,<7.5,Oligaemic,TGA,no,4-10_days,no,Rt_to_Lt,Transp.,Normal,Normal,no
2247,no,Equal,Severe,Normal,Normal,no,no,5-12,5-12,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,yes
2248,no,Equal,Moderate,High,Normal,no,no,5-12,12+,>=7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2249,no,Equal,Severe,Normal,Asy/Patch,no,no,5-12,5-12,<7.5,Asy/Patchy,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Normal,no
2250,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
2251,no,Equal,Moderate,Normal,Asy/Patch,yes,no,<5,<5,<7.5,Asy/Patchy,Fallot,no,0-3_days,no,None,Complete,Abnormal,Low,no
2252,no,Equal,Severe,Normal,Oligaemic,yes,no,5-12,<5,>=7.5,Oligaemic,TGA,yes,0-3_days,no,None,Transp.,Abnormal,High,no
2253,no,Equal,Mild,Normal,Oligaemic,no,yes,12+,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2254,no,Equal,Severe,Normal,Grd_Glass,yes,yes,<5,<5,<7.5,Asy/Patchy,Fallot,yes,11-30_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
2255,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,TGA,yes,11-30_days,no,None,Transp.,Normal,Normal,no
2256,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
2257,no,Equal,Severe,Normal,Plethoric,yes,no,<5,5-12,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
2258,no,Equal,Mild,Normal,Oligaemic,no,no,12+,12+,<7.5,Asy/Patchy,Fallot,no,4-10_days,no,Lt_to_Rt,None,Normal,Low,no
2259,no,Equal,Moderate,Normal,Normal,no,yes,5-12,<5,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
2260,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2261,no,Equal,Moderate,High,Oligaemic,no,no,5-12,12+,>=7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
2262,no,Equal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,no,4-10_days,no,Rt_to_Lt,Transp.,Normal,High,yes
2263,no,Equal,Moderate,Low,Oligaemic,no,no,5-12,5-12,<7.5,Asy/Patchy,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2264,no,Equal,Mild,Low,Plethoric,no,no,12+,<5,<7.5,Plethoric,TAPVD,no,11-30_days,no,None,Complete,Normal,High,yes
2265,no,Equal,Severe,Normal,Normal,yes,yes,5-12,<5,<7.5,Normal,TGA,yes,0-3_days,yes,None,Transp.,Abnormal,High,yes
2266,no,Equal,Severe,Normal,Normal,no,yes,<5,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
2267,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
2268,yes,Equal,Moderate,Low,Plethoric,no,no,<5,12+,<7.5,Grd_Glass,TGA,no,0-3_days,no,None,Complete,Normal,High,no
2269,no,Equal,Severe,Normal,Asy/Patch,no,no,5-12,<5,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
2270,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,>=7.5,Normal,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2271,no,Equal,Moderate,Normal,Normal,yes,no,5-12,<5,<7.5,Plethoric,TAPVD,no,4-10_days,no,Lt_to_Rt,Complete,Abnormal,High,yes
2272,no,Equal,Moderate,High,Normal,yes,no,<5,5-12,>=7.5,Normal,TAPVD,no,0-3_days,no,None,Complete,Abnormal,High,yes
2273,no,Equal,Moderate,High,Normal,no,yes,5-12,5-12,>=7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2274,no,Equal,Moderate,High,Oligaemic,yes,yes,5-12,5-12,>=7.5,Oligaemic,Lung,yes,0-3_days,yes,None,Mild,Abnormal,High,no
2275,no,Equal,Severe,Normal,Normal,yes,no,<5,5-12,<7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Normal,High,yes
2276,no,Equal,Severe,Normal,Plethoric,no,no,5-12,12+,<7.5,Plethoric,TGA,no,0-3_days,no,None,Mild,Normal,High,no
2277,no,Equal,Severe,Normal,Plethoric,no,yes,12+,<5,<7.5,Plethoric,TGA,yes,4-10_days,no,None,Transp.,Normal,High,no
2278,no,Equal,Severe,Low,Normal,no,no,<5,5-12,<7.5,Normal,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,Normal,no
2279,no,Equal,Severe,Low,Normal,no,yes,<5,5-12,<7.5,Asy/Patchy,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,Normal,no
2280,no,Equal,Severe,High,Asy/Patch,yes,yes,12+,<5,>=7.5,Asy/Patchy,PAIVS,yes,4-10_days,yes,Lt_to_Rt,Complete,Abnormal,Low,yes
2281,no,Equal,Moderate,Low,Asy/Patch,yes,no,5-12,<5,<7.5,Plethoric,Lung,no,0-3_days,no,None,Mild,Abnormal,Normal,yes
2282,no,Equal,Severe,High,Asy/Patch,no,no,5-12,12+,>=7.5,Asy/Patchy,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Abnormal,High,no
2283,no,Equal,Moderate,Normal,Asy/Patch,yes,no,5-12,5-12,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Abnormal,Low,yes
2284,no,Equal,Severe,High,Asy/Patch,yes,yes,<5,5-12,>=7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
2285,no,Equal,Severe,Normal,Plethoric,no,yes,5-12,5-12,<7.5,Plethoric,TGA,yes,11-30_days,no,None,Transp.,Normal,High,no
2286,no,Equal,Moderate,Normal,Normal,no,yes,5-12,<5,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
2287,no,Equal,Severe,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,Normal,no
2288,no,Equal,Severe,High,Normal,no,yes,5-12,<5,>=7.5,Asy/Patchy,TAPVD,no,4-10_days,yes,None,Complete,Congested,Normal,yes
2289,no,Equal,Mild,Normal,Normal,yes,no,<5,5-12,<7.5,Normal,Lung,yes,0-3_days,no,Lt_to_Rt,None,Abnormal,High,yes
2290,yes,Equal,Moderate,Normal,Oligaemic,yes,no,<5,12+,<7.5,Oligaemic,TGA,yes,0-3_days,no,None,Complete,Abnormal,High,no
2291,no,Equal,Severe,Normal,Plethoric,no,no,12+,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Complete,Normal,High,yes
2292,no,Equal,Severe,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2293,no,Unequal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2294,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Plethoric,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
2295,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Normal,Fallot,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2296,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Grd_Glass,Fallot,no,11-30_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2297,no,Equal,Severe,Low,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
2298,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,<5,<7.5,Oligaemic,Fallot,no,0-3_days,yes,None,Complete,Normal,Low,no
2299,no,Equal,Severe,Normal,Grd_Glass,no,no,<5,5-12,<7.5,Grd_Glass,TGA,no,0-3_days,no,None,Transp.,Congested,High,no
2300,no,Equal,Severe,Normal,Normal,no,yes,<5,<5,<7.5,Normal,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Transp.,Normal,Normal,no
2301,no,Equal,Severe,Normal,Asy/Patch,yes,yes,5-12,<5,>=7.5,Normal,Fallot,yes,11-30_days,yes,Lt_to_Rt,Complete,Abnormal,Normal,no
2302,yes,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
2303,no,Unequal,Severe,Normal,Oligaemic,no,no,<5,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
2304,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,>=7.5,Oligaemic,Fallot,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2305,no,Equal,Severe,Normal,Asy/Patch,yes,no,<5,5-12,<7.5,Asy/Patchy,Fallot,no,0-3_days,no,None,Complete,Abnormal,Low,no
2306,no,Unequal,Moderate,High,Grd_Glass,yes,no,5-12,<5,>=7.5,Asy/Patchy,TAPVD,yes,11-30_days,no,Rt_to_Lt,Mild,Congested,Normal,yes
2307,no,Equal,Moderate,Normal,Normal,no,yes,<5,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2308,no,Equal,Mild,Normal,Grd_Glass,no,no,5-12,5-12,<7.5,Grd_Glass,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Normal,Low,yes
2309,no,Equal,Moderate,Normal,Asy/Patch,yes,no,5-12,5-12,>=7.5,Asy/Patchy,Fallot,yes,11-30_days,no,Lt_to_Rt,Mild,Normal,Low,no
2310,no,Equal,Mild,Low,Plethoric,no,no,12+,12+,<7.5,Plethoric,TGA,no,0-3_days,no,None,Complete,Normal,High,yes
2311,no,Equal,Severe,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,11-30_days,no,None,Transp.,Normal,Low,no
2312,no,Equal,Moderate,Normal,Oligaemic,yes,yes,<5,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2313,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Congested,Low,no
2314,no,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
2315,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,Fallot,no,11-30_days,no,Lt_to_Rt,Mild,Normal,High,no
2316,no,Equal,Moderate,Normal,Plethoric,no,no,12+,<5,<7.5,Plethoric,PAIVS,no,0-3_days,no,Lt_to_Rt,Complete,Normal,High,yes
2317,no,Equal,Severe,Low,Plethoric,yes,no,5-12,5-12,<7.5,Plethoric,TGA,no,4-10_days,no,None,Transp.,Normal,High,yes
2318,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Normal,Fallot,yes,11-30_days,no,None,Complete,Normal,Low,no
2319,yes,Equal,Moderate,High,Normal,yes,no,5-12,5-12,>=7.5,Asy/Patchy,TAPVD,yes,0-3_days,no,Rt_to_Lt,Complete,Abnormal,High,yes
2320,no,Equal,Severe,High,Oligaemic,no,no,<5,<5,>=7.5,Oligaemic,Fallot,no,11-30_days,no,None,Complete,Congested,Normal,no
2321,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Mild,Normal,Low,yes
2322,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,12+,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
2323,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,>=7.5,Oligaemic,Fallot,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2324,no,Equal,Mild,Normal,Oligaemic,no,yes,12+,12+,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2325,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2326,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Asy/Patchy,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
2327,yes,Equal,Mild,High,Normal,no,no,5-12,12+,>=7.5,Normal,TGA,no,0-3_days,no,None,Mild,Normal,High,no
2328,yes,Equal,Mild,Normal,Asy/Patch,yes,no,5-12,12+,>=7.5,Asy/Patchy,PFC,yes,0-3_days,no,Lt_to_Rt,None,Abnormal,Low,no
2329,no,Equal,Moderate,Normal,Grd_Glass,yes,no,5-12,5-12,<7.5,Grd_Glass,TAPVD,yes,0-3_days,no,None,Complete,Congested,High,yes
2330,no,Equal,Severe,Normal,Plethoric,no,no,12+,<5,<7.5,Plethoric,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
2331,no,Equal,Moderate,High,Asy/Patch,yes,no,5-12,5-12,>=7.5,Grd_Glass,Lung,yes,0-3_days,yes,None,Mild,Abnormal,Normal,yes
2332,yes,Equal,Moderate,Low,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PFC,no,0-3_days,no,Rt_to_Lt,Complete,Normal,Low,yes
2333,no,Equal,Moderate,Normal,Asy/Patch,yes,no,5-12,5-12,<7.5,Asy/Patchy,TAPVD,yes,0-3_days,no,None,Complete,Congested,Low,no
2334,no,Equal,Mild,Normal,Plethoric,no,no,5-12,12+,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
2335,no,Equal,Severe,Normal,Oligaemic,no,yes,12+,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2336,no,Equal,Mild,Normal,Oligaemic,yes,no,5-12,5-12,<7.5,Oligaemic,Lung,yes,0-3_days,no,None,None,Abnormal,High,yes
2337,no,Unequal,Severe,High,Oligaemic,yes,yes,5-12,<5,>=7.5,Oligaemic,PAIVS,yes,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2338,no,Equal,Mild,Normal,Asy/Patch,no,yes,12+,12+,<7.5,Asy/Patchy,TAPVD,no,0-3_days,yes,Rt_to_Lt,Complete,Normal,Normal,yes
2339,no,Equal,Moderate,High,Grd_Glass,yes,no,<5,12+,>=7.5,Grd_Glass,TGA,no,0-3_days,no,None,Transp.,Abnormal,High,no
2340,yes,Equal,Moderate,Normal,Asy/Patch,yes,no,5-12,<5,<7.5,Asy/Patchy,TGA,yes,0-3_days,no,Lt_to_Rt,Mild,Abnormal,Normal,yes
2341,no,Equal,Moderate,Normal,Normal,no,no,5-12,12+,<7.5,Asy/Patchy,TAPVD,no,0-3_days,no,Rt_to_Lt,Complete,Normal,Normal,yes
2342,no,Unequal,Severe,Normal,Grd_Glass,yes,no,5-12,<5,<7.5,Oligaemic,TGA,yes,0-3_days,no,Rt_to_Lt,Transp.,Abnormal,High,no
2343,no,Equal,Moderate,Normal,Normal,no,no,12+,<5,<7.5,Normal,Fallot,no,4-10_days,no,None,Complete,Normal,Low,no
2344,no,Equal,Severe,High,Oligaemic,no,no,<5,5-12,>=7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
2345,no,Equal,Severe,Normal,Oligaemic,no,no,<5,12+,<7.5,Asy/Patchy,TGA,no,4-10_days,no,Lt_to_Rt,Transp.,Abnormal,High,no
2346,no,Equal,Severe,High,Oligaemic,no,yes,<5,<5,>=7.5,Oligaemic,TGA,no,0-3_days,yes,None,Transp.,Abnormal,Low,no
2347,no,Equal,Moderate,Normal,Grd_Glass,yes,no,5-12,5-12,<7.5,Grd_Glass,TGA,yes,0-3_days,no,None,Transp.,Congested,High,yes
