,HISTORY,HREKG,LVFAILURE,ERRLOWOUTPUT,HRSAT,VENTALV,FIO2,VENTLUNG,STROKEVOLUME,LVEDVOLUME,BP,CO,HYPOVOLEMIA,INTUBATION,TPR,VENTMACH,CATECHOL,PULMEMBOLUS,MINVOL,CVP,INSUFFANESTH,HRBP,SAO2,HR,PRESS,ERRCAUTER,PVSAT,VENTTUBE,KINKEDTUBE,DISCONNECT,MINVOLSET,ANAPHYLAXIS,EXPCO2,ARTCO2,PCWP,SHUNT,PAP
3119,FALSE,NORMAL,FALSE,FALSE,NORMAL,ZERO,LOW,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,TRUE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3120,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3121,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,LOW,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,TRUE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,HIGH,HIGH
3122,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3123,FALSE,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,ZERO,FALSE,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
3124,FALSE,LOW,FALSE,FALSE,LOW,ZERO,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,HIGH,NORMAL,NORMAL,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3125,FALSE,LOW,FALSE,FALSE,LOW,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,FALSE,NORMAL,HIGH,NORMAL,NORMAL,FALSE,HIGH,NORMAL,FALSE,LOW,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,LOW,NORMAL,HIGH,NORMAL
3126,FALSE,LOW,FALSE,FALSE,LOW,HIGH,NORMAL,LOW,LOW,HIGH,LOW,LOW,TRUE,NORMAL,LOW,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,NORMAL,FALSE,LOW,LOW,HIGH,NORMAL,NORMAL
3127,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3128,FALSE,HIGH,FALSE,TRUE,HIGH,ZERO,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,FALSE,ESOPHAGEAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
3129,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,LOW,HIGH,LOW,NORMAL,TRUE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,HIGH,FALSE,HIGH,LOW,HIGH,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL
3130,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,TRUE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,HIGH,TRUE,HIGH,HIGH,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,HIGH,NORMAL
3131,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,ZERO,HIGH,FALSE,HIGH,HIGH,FALSE,HIGH,HIGH,HIGH,HIGH,TRUE,HIGH,ZERO,FALSE,FALSE,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL
3132,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3133,FALSE,HIGH,FALSE,TRUE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,NORMAL,NORMAL,HIGH,LOW,FALSE,NORMAL,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3134,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3135,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,LOW,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,LOW,NORMAL,NORMAL
3136,FALSE,LOW,FALSE,FALSE,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,HIGH,NORMAL,FALSE,NORMAL,HIGH,NORMAL,NORMAL,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3137,FALSE,LOW,FALSE,FALSE,LOW,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,HIGH,NORMAL,FALSE,ONESIDED,HIGH,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,LOW,LOW,NORMAL,HIGH,FALSE,NORMAL,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,NORMAL,NORMAL,HIGH,NORMAL
3138,FALSE,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,NORMAL,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,ZERO,FALSE,FALSE,LOW,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL
3139,FALSE,NORMAL,FALSE,FALSE,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,NORMAL,TRUE,HIGH,LOW,HIGH,HIGH,TRUE,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3140,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,LOW,LOW,TRUE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,HIGH,HIGH,TRUE,HIGH,ZERO,FALSE,TRUE,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL
3141,FALSE,LOW,FALSE,FALSE,LOW,ZERO,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,NORMAL,LOW,LOW,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3142,FALSE,LOW,FALSE,FALSE,LOW,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3143,FALSE,LOW,FALSE,FALSE,LOW,ZERO,LOW,ZERO,LOW,HIGH,LOW,LOW,TRUE,NORMAL,HIGH,NORMAL,NORMAL,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,ZERO,FALSE,LOW,ZERO,TRUE,TRUE,NORMAL,FALSE,HIGH,HIGH,HIGH,NORMAL,NORMAL
3144,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3145,FALSE,NORMAL,FALSE,FALSE,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,NORMAL,TRUE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3146,FALSE,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,HIGH,HIGH,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL
3147,FALSE,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,ONESIDED,HIGH,ZERO,HIGH,FALSE,NORMAL,NORMAL,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,ZERO,LOW,NORMAL,HIGH,NORMAL
3148,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,NORMAL,LOW,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,ZERO,FALSE,FALSE,LOW,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3149,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3150,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,HIGH,HIGH,NORMAL,NORMAL,NORMAL
3151,FALSE,NORMAL,FALSE,FALSE,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,LOW,NORMAL,TRUE,NORMAL,LOW,LOW,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,HIGH,HIGH,NORMAL,NORMAL,NORMAL
3152,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW,TRUE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,HIGH,FALSE,HIGH,LOW,HIGH,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL
3153,FALSE,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,FALSE,LOW,LOW,NORMAL,NORMAL,HIGH
3154,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3155,FALSE,LOW,FALSE,FALSE,LOW,ZERO,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,HIGH,NORMAL,NORMAL,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,HIGH,NORMAL
3156,FALSE,LOW,FALSE,FALSE,LOW,ZERO,LOW,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,HIGH,NORMAL,NORMAL,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3157,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3158,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,HIGH,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,HIGH,FALSE,HIGH,LOW,HIGH,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3159,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3160,FALSE,LOW,FALSE,FALSE,LOW,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,LOW,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,HIGH
3161,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,TRUE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3162,FALSE,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,ZERO,FALSE,TRUE,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL
3163,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3164,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3165,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,LOW,HIGH,LOW,LOW,TRUE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,HIGH,HIGH,HIGH,NORMAL,NORMAL
3166,FALSE,HIGH,FALSE,FALSE,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,NORMAL,TRUE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3167,FALSE,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,HIGH,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL
3168,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW,TRUE,NORMAL,HIGH,NORMAL,HIGH,TRUE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL
3169,TRUE,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,NORMAL,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,NORMAL,TRUE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,ZERO,FALSE,TRUE,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL
3170,FALSE,LOW,FALSE,FALSE,LOW,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,HIGH,LOW,NORMAL,FALSE,HIGH,NORMAL,FALSE,LOW,HIGH,NORMAL,HIGH,FALSE,HIGH,ZERO,FALSE,TRUE,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL
3171,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,FALSE,NORMAL,LOW,HIGH,HIGH,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,HIGH,NORMAL,TRUE,HIGH,HIGH,FALSE,FALSE,HIGH,FALSE,LOW,LOW,LOW,NORMAL,NORMAL
3172,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,LOW,ZERO,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3173,FALSE,HIGH,FALSE,TRUE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,NORMAL,LOW,HIGH,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3174,FALSE,LOW,FALSE,FALSE,LOW,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,FALSE,NORMAL,HIGH,ZERO,NORMAL,FALSE,HIGH,NORMAL,FALSE,LOW,HIGH,NORMAL,HIGH,FALSE,HIGH,ZERO,FALSE,FALSE,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL
3175,FALSE,HIGH,FALSE,FALSE,NORMAL,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,LOW
3176,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,TRUE,ZERO,LOW,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,HIGH,HIGH,NORMAL,NORMAL,NORMAL
3177,FALSE,LOW,FALSE,FALSE,LOW,ZERO,NORMAL,ZERO,NORMAL,HIGH,LOW,LOW,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,HIGH,FALSE,LOW,LOW,TRUE,FALSE,NORMAL,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL
3178,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3179,FALSE,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,ZERO,FALSE,TRUE,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL
3180,FALSE,LOW,FALSE,FALSE,LOW,ZERO,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3181,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,ZERO,LOW,NORMAL,NORMAL,NORMAL
3182,FALSE,LOW,FALSE,FALSE,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,LOW,NORMAL,NORMAL
3183,FALSE,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
3184,FALSE,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,ZERO,FALSE,TRUE,NORMAL,FALSE,LOW,LOW,NORMAL,NORMAL,LOW
3185,FALSE,LOW,FALSE,FALSE,LOW,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,LOW,TRUE,NORMAL,HIGH,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,NORMAL,HIGH,FALSE,HIGH,ZERO,FALSE,TRUE,NORMAL,FALSE,LOW,LOW,HIGH,NORMAL,NORMAL
3186,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,LOW,HIGH,LOW,LOW,TRUE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,HIGH,FALSE,HIGH,LOW,HIGH,ZERO,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL
3187,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
3188,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,ZERO,LOW,FALSE,HIGH,LOW,HIGH,HIGH,FALSE,LOW,LOW,TRUE,FALSE,NORMAL,FALSE,LOW,HIGH,LOW,NORMAL,HIGH
3189,FALSE,HIGH,FALSE,FALSE,HIGH,ZERO,NORMAL,ZERO,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,NORMAL,HIGH,FALSE,ZERO,NORMAL,FALSE,HIGH,LOW,HIGH,LOW,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL
